cantidad de estrellas,Comentarios
5,"¡Recomiendo este restaurante encarecidamente! El dueño es increíble, la comida es espectacular, ¡y ni hablar de la presentación! Si solo tienes una noche para cenar fuera en este viaje, ¡ven aquí!"
1,"Experiencia decepcionante. ​Le daría cero estrellas si pudiera. El estado de limpieza es alarmante: la alfombra en el elevador, pasillos sucios que parecen no haber sido barridos en meses. ​ ​Check-in ineficiente, Llegué 1:20h después del checkin y mi habitación no estaba lista. Me ofrecieron una habitación con 2 camas cuando pagué Kingsize. Eso sí, para el check-out la presión es inmediata y constante. ​ El buffet cierra a las 16:30. Y debe ser en el club de playa a 10min de distancia del.hotel. Si llegas el primer día, pierdes el derecho a comer básicamente. Hay un transporte que te lleva y regresa del club al hotel y viceversa. Pero el transporte prohíbe subir ""húmedo"", algo imposible si vienes de la zona de albercas o la playa. ​El alcohol de baja calidad, bebidas tibias y vasos de plástico mal lavados. La comida es reciclada; sirven en la comida lo que sobró de la cena anterior. ​ El hotel está sobresaturado incluso en temporada baja; encontrar un camastro es misión imposible. El Wi-Fi es inexistente. ​Como sugerencia. Mejor crucen la calle al Holiday Inn. Por un poco más de pesos, recibirán el trato y la calidad que se espera. En conclusión. ​El hotel está sucio en general (pasillos y elevadores). ​Check-in/out: No entregan la habitación a tiempo pero acosan telefónicamente para el check-out. ​Comida: El horario del buffet es limitado (cierre 4:30 pm) y se recicla proteína de días anteriores. ​Bebidas: Mal sabor, alcohol de baja calidad y vasos sucios. ​Infraestructura: Capacidad insuficiente de camastros y Wi-Fi que no funciona. ​Logística: El transporte al club de playa es inútil si no permiten subir a gente que viene de nadar. Se menciona en Internet que es un 4 estrellas. Pero realmente dudo que sea incluso un 3 estrellas. Lo mas rescatable es que queda cerca de supermercados, farmacias, tiendas, playa el maguey y la entrega (10 a 15min aprox)"
3,"Es un hotel de calidad baja media, los alimentos bastante básicos, el buffet con muy pocas opciones de alimentos, a la hora de la comida en el club de playa, mosqueados, por ejemplo las papas fritas q dan con las hamburguesas; no tienen la capacidad para recibir tanta gente. El servicio y atención por parte de los trabajadores está bien. La playa ahí no es adecuada para ir con niños, por ser Bahia es un mar movido y con profundidad. La alberca del club de playa se llena. La alberca en el hotel me pareció mejor. La ventaja es q ahí cerca tienes un mercadillo de artículos de playa y souvenirs y tiendas y restaurantes. Es céntrico."
5,"A ver, vi muchas quejas repetidas sobre el hotel y la verdad es que iba un poco preocupada pero ni al caso. Las habitaciones están impecables, cero quejas. La comida es variada y muy buena, hay un montón de opciones. El servicio en comedor es muy amable, pero en el caso del club de playa pueden mejorar porque es lento, NO ES MALO, solo lento, pero muy muy cordial. En efecto, solo hay wifi en áreas comunes así que asegúrate de tener datos. El club de playa muy bonito, eso sí, hay pocos baños. Las albercas tienen suficiente espacio, no son olímpicas, gente, también quieren nadar 100 m libres y pues no. El desayuno, cena y snacks son en el hotel, la comida es en el club de playa que está súper cerca y te llevan, sin problema. ¿Lo recomiendo? Sí. ¿Volvería? Claro que sí Muy buena mi experiencia en este hotel."
5,"Mi familia estuvo aquí hace poco por unos 9 días y tuvimos una estancia increíble. El personal fue muy amable y atento. El club de playa fue mi parte favorita, pero las olas son muy fuertes, así que tengan cuidado. Gracias por hacer nuestra estancia tan mágica :)"
1,"Es un hotel solo para dormir , la habitación abajo huele a humedad muy fuerte , mi puerta de la entrada no servía desde que llegué supuestamente la repararon al tercer día fallo de nuevo , el ventilador del baño no servía , el teléfono nunca sirvió , la puerta que da a la alberca se descompuso 2 veces las reparan pero mal ... La alberca es muy pequeña para tanta gente pocos camastros, para acceder a una copa o bebida hay que trasladarse al loby bar porque no hay personal que te lleve algo ,el bar es deficiente para tanta gente son filas grandes y termina a las 23hrs, solo un restaurante para desayunar, en el club de playa el mobiliario es de mala calidad ... El servicio de algunos meseros es pésimo , la comida pésima sin sabor, nada variado en todos horarios ,los snak solo son hamburguesas y hot dog . Solo un bar para todo el hotel .... El loby es recepción salón de baile y bar al mismo tiempo y es mini el espacio... No regresaría pesima experiencia... Destaco la amabilidad de algunos meseros el sr. Enerio excelente persona también las personas que hacían la limpieza excelente. La srita . Mayreli hostess del restaurante para pasar a la mesa era muy grosera no tenia control de la gente se metían por atrás ... A parte burlona de que le pedíamos una mesa para 10 aunque debiéramos esperar ella se burlaba ... Si se tubo un mal momento con ella por su actitud pésima ... Insisto ni mi familia ni yo regresariamos , y no lo recomiendo en absoluto..."
1,"El hotel es de muy baja calidad. Los alimentos y bebidas son terribles, la verdad no vale la pena pagar el todo incluido, es una estafa que el check-in sea a las 4pm y el buffet de la comida acaba a las 4:30, porque no hay manera de alcanzar a comer el día que se hace el chek-in(la comida solo se sirve en el club de playa a unos 10 minutos en auto mas o menos del hotel). Esto es algo que tiene que revisar PROFECO. El servicio es pésimo, pocos meseros para la gente que puede albergar el hotel. Esto mismo se repite con la infraestructura. Hay mas huéspedes que sillas, camastros y mesas. No hay manera de encontrar un camastro o silla para sentarte en temporada baja mucho menos alta. Las habitaciones estan bien, pero: (i) Se puede encontrar un lugar mas sencillo que solo sirva para dormir y tener la opción de comer en lugares alrededor mucho mejor. De verdad no vale la pena pagar ni las instalaciones para descansar ni el todo incluido y; (ii) las habitaciones no son a prueba de ruido, se escuchara el ruido de la calle o de los eventos que hacen en el mismo hotel. Si se hospedan aquí, bajen sus expectativas, por el costo se puede conseguir algo mucho mejor para descansar y comer. Sobre todo fue una experiencia sumamente desagradable que me dieron una bebida en un vaso que estaba manchado de labial."
4,"El hotel tiene una ubicación muy buena, a sólo dos cuadras de la playa principal y caminar hacia ahí es muy fácil, en cuanto a la habitación fue cómoda y limpia pero no entiendo porque no tienen plancha (en el binniguenda sucede lo mismo), de repente salía un olor a drenaje del baño cosa que no es agradable. La comida es buena acorde al nivel de este tipo de hoteles y si bien es cierto que en la tarde solo hay snacks en el hotel, la comida en el club de playa es rica y todos los días ofrecen platillos con mariscos y de manera fija hot dogs, hamburguesas y carne hechos al carbón. El club de playa está en una bahía con oleaje fuerte y pues tristemente no es seguro entrar, pero es muy bella y limpia, entonces se puede disfrutar de la vista y caminar por ella. El servicio es algo que depende mucho de quién te atienda y me topé con trato amable así como algunos indiferentes y tal vez es lo que más se puede mejorar. Los niños disfrutan mucho y para ellos todo lo malo pasa inadvertido. Definitivamente yo regresaría pues tiene más cosas a favor que deficiencias."
3,"Yo había venido a este hotel hace casi 15 años por lo que casi no recordaba mucho, pero ahora que volví para mi luna de miel, no es un hotel al que regresaría. El primer día la atención fue buena, pero los días posteriores todo fue en picada. La habitación no tuvo agua caliente como por una hora cuando nos dijeron que solo tardaría 15 minutos y mi esposo andaba enfermo, por lo que no se podía bañar. El internet llegaba bien en un lado de la habitación y en el otro no. La comida es muy buena✨️, unas cosas mejores que otras, y particularmente en la cena italiana, no hubo mucho a elegir, estuvo comible. Hay malos meseros, pero también uno muy bueno, se llama 🫶Federico🫶. Es un señor un poquito grande y wooooooow, sabe lo que hace, sabe dar un excelente servicio, es rápido, movido, se merece mucho reconocimiento ✨️ En la cena en el gran salón, no te puedes llevar nada, de hecho tuvimos un incidente de que no nos dejaron llevarnos un pan, y o sea, yo pagué por esa cena y no íbamos a poder tomarla porque teníamos otros planes, pero fuimos a ver y se nos antojó un pan y resulta que a la entrada nos dicen que no nos podemos llevar nada del buffet, que solo es para comer ahí🙄 cuando el primer día vi platos y vasos salir de ese lugar para comerlos en la habitación. Que además no hay ningún letrero que diga que no te puedes llevar nada. Fue tooodo un drama. En fin. Al salir, vieron que llevaba una maleta demasiado grande y no nos ayudaron para nada a subirla al coche, y con otra familia que tenía su carro hasta el otro lado del estacionamiento privado, sí les llevaron las maletas. La alberca es muy pequeña y la del club de playa más o menos. El señor que conduce el carrito para el club de playa es super atento también. 10/10 Hay muy pocas palapas en la playa del hotel, por lo que recomiendo llegar a buen tiempo. Las mesas para el buffet en el club, debes de cuidarte de los pájaros que hay ya que suelen robarte tu comida, procura que siempre esté protegida o que haya alguien en la mesa que pueda ahuyentar a las aves. El mar estuvo muy fuerte, había bandera roja porque la corriente te arrastraba. Nosotros habíamos ya pagado el todo incluido desde antes y nos proporcionaron estacionamiento privado, y de repente cuando llegamos (1 día antes de irnos) resulta que nos dijeron que pasáramos al otro estacionamiento que no tiene rejas. Y vi que en el privado había como 2 cajones libres para carros. Pero bueno, ya fue Las chicas de limpieza son un amor✨️hasta gusto da dejarles propina. No es un hotel al que regresaría, hay hoteles mucho más cerca de playas hermosas que este. Si estás buscando algo tranquilo, este no es tu sitio"
3,"Hay varias personas involucradas que desempeñan distintas funciones dentro del hotel, no todo es malo, hay cosas muy rescatables. La comida es muy buena, variedad, y frescura. En el restaurante del hotel un mesero, de los de mayor edad, él super enfocado en sus deberes, había otros jóvenes que no están tan al pendiente. Los recepcionistas si agregan amabilidad a su función, les vendría muy bien, son algo agrios para dar información y soluciones. El sr. Celerino, mesero del club muy enojón, expliquénle que la gente va a descansar y a pasarla bien y capacitenle para resolver situaciones emergentes fáciles y que no haga tormentas en un vaso de agua. Los encargados de las reservaciones en mi caso muy informales, yo anduve tras de ellos 3 días para poder reservar, esos ""en un momento le hacemos llegar la información de su reserva"" nunca llegaron. Y al señor que está en la barra de bebidas, subanle el salario o dividan su jornada en dos turnos, por qué ya en la tarde noche, con expresiones visibles de cansancio, azotaba los vasos, salpicaba los líquidos de las bebidas y los ponía muy enfadado, no lo juzgo por qué no le dan vida está preparando bebidas todo el día, pero yo que fui por una limonada y me hace eso, obvio no merezco ese azoton de vaso. Y ni me gustó el sabor, muy artificial."
